CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9250106,1,1,4,M,58,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9250116,2,1,4,M,13,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9255248,2,1,4,M,55,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2021
9255825,1,1,4,M,23,3,1,P,W,-,"SAN DIEGO","SAN DIEGO",2021
9256400,1,1,4,F,34,1,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9257025,2,1,4,M,53,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9258642,1,1,4,M,15,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9258983,1,1,2,F,36,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9258983,1,2,2,F,17,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9258983,1,3,2,F,13,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9258983,1,4,2,F,9,0,7,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9258983,2,1,4,M,34,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9258986,1,1,4,M,51,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9259425,2,1,4,M,27,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2021
9259687,1,1,4,M,24,3,0,-,-,1,"SAN DIEGO","SAN DIEGO",2021
9260207,1,1,4,F,49,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9260935,2,1,4,M,40,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2021
9261072,1,1,4,M,57,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9261072,2,1,2,F,68,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9261075,1,1,4,M,51,3,0,N,V,1,"SAN DIEGO","SAN DIEGO",2021
9261078,1,1,4,M,30,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9262099,2,1,4,F,67,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9262107,2,1,4,M,30,4,1,-,V,-,"SAN DIEGO","SAN DIEGO",2021
9263288,1,1,4,M,55,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2021
9268731,2,1,4,M,32,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9268993,1,1,4,M,50,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2021
9270464,1,1,4,M,28,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9270818,1,1,4,M,60,4,1,P,-,-,"SAN DIEGO","SAN DIEGO",2021
9270818,3,1,2,F,21,0,3,P,G,0,"SAN DIEGO","SAN DIEGO",2021
9270822,1,1,4,M,48,3,1,P,W,-,"SAN DIEGO","SAN DIEGO",2021
9271941,2,1,4,M,36,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9271979,1,1,4,F,70,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9272014,2,1,4,M,36,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9272015,2,1,3,M,73,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9275114,2,1,4,M,58,2,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9277131,1,1,4,M,68,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9277921,1,1,4,M,17,3,1,-,V,3,"SAN DIEGO","SAN DIEGO",2021
9282233,2,1,4,M,31,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9283704,2,1,4,F,25,4,-,M,W,0,"SAN DIEGO","SAN DIEGO",2021
9284764,1,1,4,M,63,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9286578,1,1,4,M,23,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9289328,1,1,4,M,56,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9289351,1,1,4,M,41,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9289568,2,1,4,M,56,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2021
9289701,1,1,4,M,67,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9290472,1,1,4,M,75,4,1,P,B,1,"SAN DIEGO","SAN DIEGO",2021
9293159,1,1,4,M,80,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9293159,2,1,3,M,34,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9295678,1,1,4,-,998,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2021
9298674,1,1,4,M,71,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9299184,2,1,4,M,36,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9300427,1,1,4,M,15,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9300435,1,1,4,M,26,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9300435,2,1,2,M,33,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9302811,2,1,4,M,48,2,1,N,A,0,"SAN DIEGO","SAN DIEGO",2021
9303905,2,1,4,F,29,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2021
9313740,2,1,4,M,43,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9314225,1,1,4,M,57,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9315949,1,1,4,M,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9316374,1,1,4,F,53,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9317341,1,1,4,M,44,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9317342,1,1,4,M,53,3,1,M,A,-,"SAN DIEGO","SAN DIEGO",2021
9320286,1,1,4,M,51,1,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9320286,2,1,2,F,23,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9321248,2,1,4,M,60,4,0,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9321248,3,1,4,F,61,4,0,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9322411,2,1,4,F,55,2,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9323606,2,1,4,M,35,3,-,W,-,0,"SAN DIEGO","SAN DIEGO",2021
9323630,1,1,4,M,51,4,-,V,-,-,"SAN DIEGO","SAN DIEGO",2021
9323639,2,1,4,M,69,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9324224,1,1,4,M,23,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9326748,1,1,1,M,27,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9327802,1,1,4,F,46,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9327806,1,1,4,M,44,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9327813,1,1,4,M,65,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9327959,1,1,4,M,28,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9336162,1,1,4,M,60,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2021
9336180,2,1,4,M,39,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9337306,1,1,4,M,61,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9337313,1,1,4,F,47,4,1,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9337320,2,1,4,M,48,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2021
9339207,1,1,4,M,60,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9340693,1,1,4,F,42,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9344348,1,1,4,M,63,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9344535,1,1,4,M,13,3,1,N,W,0,"SAN DIEGO","SAN DIEGO",2021
9344708,2,1,4,F,63,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9344963,2,1,4,M,44,2,1,W,-,-,"SAN DIEGO","SAN DIEGO",2021
9345575,1,1,4,F,17,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9349093,1,1,4,M,36,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9349112,2,1,4,M,10,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9349214,1,1,4,F,27,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9350204,1,1,4,M,70,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9351132,1,1,4,M,38,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9351144,1,1,4,F,41,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9351400,1,1,4,M,60,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9351755,1,1,4,M,66,3,-,V,-,1,"SAN DIEGO","SAN DIEGO",2021
9354944,1,1,2,F,25,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2021
9354944,2,1,4,M,19,3,-,V,-,-,"SAN DIEGO","SAN DIEGO",2021
9354944,3,1,2,M,46,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9355305,1,1,4,M,32,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9356037,2,1,4,F,56,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9360533,2,1,4,M,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9361038,2,1,4,M,39,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9361206,1,1,4,M,44,3,-,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9365969,2,1,4,M,71,4,-,-,-,0,"SAN DIEGO","SAN DIEGO",2021
9366483,1,1,4,M,14,3,1,N,W,0,"SAN DIEGO","SAN DIEGO",2021
9367498,1,1,4,M,20,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9369180,2,1,4,M,31,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9372814,1,1,4,M,45,3,1,P,A,3,"SAN DIEGO","SAN DIEGO",2021
9376057,2,1,4,M,30,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9379239,1,1,4,M,33,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9384339,2,1,4,F,27,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9384578,2,1,4,M,32,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2021
9384582,2,1,4,F,28,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9384588,2,1,4,M,33,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9385217,2,1,4,M,37,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2021
9385251,1,1,4,M,22,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9385251,2,1,2,F,61,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9387115,1,1,4,F,32,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9387320,1,1,4,M,30,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9389766,2,1,4,M,69,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9391197,1,1,4,M,65,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9395930,1,1,4,M,33,3,-,-,-,1,"SAN DIEGO","SAN DIEGO",2022
9403736,1,1,4,M,58,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2022
9406154,1,1,4,M,38,3,1,P,W,-,"SAN DIEGO","SAN DIEGO",2022
9406212,1,1,4,M,74,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2022
9406213,1,1,2,-,998,0,2,M,C,0,"SAN DIEGO","SAN DIEGO",2022
9406213,2,1,4,F,38,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9406733,2,1,4,M,31,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9406771,1,1,4,M,38,2,1,P,B,1,"SAN DIEGO","SAN DIEGO",2022
9411378,1,1,4,M,14,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9412884,1,1,4,M,51,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9418457,1,1,4,M,32,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9418457,2,1,2,F,25,0,2,M,C,0,"SAN DIEGO","SAN DIEGO",2022
9419050,1,1,4,F,52,4,-,P,W,-,"SAN DIEGO","SAN DIEGO",2022
9420329,1,1,4,M,71,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9420329,2,1,2,F,3,0,4,M,Q,0,"SAN DIEGO","SAN DIEGO",2022
9420329,2,2,2,F,5,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2022
9421390,1,1,4,M,33,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9422761,1,1,4,F,36,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9423245,2,1,4,M,43,3,1,P,A,3,"SAN DIEGO","SAN DIEGO",2022
9423389,1,1,4,M,50,3,1,M,V,0,"SAN DIEGO","SAN DIEGO",2022
9428861,1,1,4,F,64,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2022
9432309,1,1,4,M,45,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9433227,1,1,4,M,41,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9436020,1,1,4,M,73,2,1,P,V,3,"SAN DIEGO","SAN DIEGO",2022
9438249,2,1,4,F,50,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9438251,2,1,4,M,39,4,-,-,-,1,"SAN DIEGO","SAN DIEGO",2022
9438972,2,1,4,M,33,2,-,-,-,1,"SAN DIEGO","SAN DIEGO",2022
9439126,2,1,4,F,34,2,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9440502,2,1,4,M,33,4,1,M,A,0,"SAN DIEGO","SAN DIEGO",2022
9440660,1,1,4,F,41,4,0,P,-,-,"SAN DIEGO","SAN DIEGO",2022
9440660,2,1,2,F,45,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9440660,2,2,2,F,50,0,7,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9440660,2,3,2,F,51,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9440660,2,4,2,F,38,0,7,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9440660,2,5,2,F,56,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9440879,2,1,4,M,33,4,0,P,W,2,"SAN DIEGO","SAN DIEGO",2022
9441183,1,1,4,F,44,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9441252,2,1,4,M,40,3,-,-,W,1,"SAN DIEGO","SAN DIEGO",2022
9443646,1,1,4,F,22,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9444337,2,1,4,-,26,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9444885,1,1,4,F,53,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9444922,2,1,4,F,23,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9444949,2,1,4,M,65,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9445238,2,1,4,M,55,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9448616,1,1,4,M,21,4,-,-,-,0,"SAN DIEGO","SAN DIEGO",2022
9449218,1,1,4,F,51,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9455824,1,1,4,M,81,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9456226,1,1,4,M,22,3,0,M,B,0,"SAN DIEGO","SAN DIEGO",2022
9456897,1,1,4,M,15,3,1,N,A,3,"SAN DIEGO","SAN DIEGO",2022
9459967,2,1,4,M,36,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9460224,2,1,4,F,71,3,1,W,-,-,"SAN DIEGO","SAN DIEGO",2022
9465450,1,1,4,M,56,3,-,-,A,3,"SAN DIEGO","SAN DIEGO",2022
9472522,1,1,4,M,998,3,-,V,-,-,"SAN DIEGO","SAN DIEGO",2022
9472528,1,1,4,M,51,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9472538,2,1,4,M,45,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9473277,2,1,4,M,60,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9474067,1,1,4,M,28,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9477889,1,1,4,F,35,2,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9477889,1,2,2,M,4,0,-,P,Y,0,"SAN DIEGO","SAN DIEGO",2022
9477956,1,1,4,M,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9478502,1,1,4,F,59,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2022
9478770,1,1,4,F,54,2,1,P,A,2,"SAN DIEGO","SAN DIEGO",2022
9478770,2,1,2,M,14,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9478770,2,2,2,F,55,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9479879,2,1,4,M,73,3,1,M,A,2,"SAN DIEGO","SAN DIEGO",2022
9486235,1,1,4,M,31,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9490359,1,1,4,F,32,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9490494,1,1,4,M,47,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9490494,2,1,3,M,62,3,1,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9490530,2,1,4,M,25,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9490682,1,1,4,M,52,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9490935,2,1,4,F,62,4,0,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9490958,1,1,4,M,8,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9491176,2,1,4,M,31,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9491176,2,2,2,F,23,0,2,P,B,0,"SAN DIEGO","SAN DIEGO",2022
9491176,2,3,2,M,21,3,5,P,B,0,"SAN DIEGO","SAN DIEGO",2022
9491176,2,4,2,F,26,0,6,P,B,0,"SAN DIEGO","SAN DIEGO",2022
9491176,2,5,2,M,23,3,2,P,B,0,"SAN DIEGO","SAN DIEGO",2022
9491522,2,1,4,M,57,3,-,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9492053,1,1,4,M,64,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9493397,1,1,4,F,34,3,1,P,V,-,"SAN DIEGO","SAN DIEGO",2022
9493440,2,1,4,M,70,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9493728,1,1,4,M,53,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9493963,1,1,4,M,15,3,1,-,W,0,"SAN DIEGO","SAN DIEGO",2022
9495064,2,1,4,M,33,3,-,W,-,-,"SAN DIEGO","SAN DIEGO",2022
9495068,2,1,4,M,13,4,0,P,W,-,"SAN DIEGO","SAN DIEGO",2022
9498022,1,1,4,M,42,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9498024,2,1,4,M,36,3,-,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9498025,1,1,4,M,47,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9498420,2,1,4,F,40,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9499303,2,1,4,M,44,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9501749,2,1,4,M,26,2,1,P,W,3,"SAN DIEGO","SAN DIEGO",2022
9503411,1,1,4,F,61,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9503414,2,1,4,M,73,3,-,P,Y,0,"SAN DIEGO","SAN DIEGO",2022
9505918,1,1,2,M,31,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2022
9505918,2,1,4,F,39,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9506189,1,1,4,M,39,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9506189,2,1,3,M,82,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9507264,1,1,4,M,16,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9508351,2,1,4,M,54,3,0,N,W,2,"SAN DIEGO","SAN DIEGO",2022
9510497,2,1,4,M,41,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9515705,1,1,4,M,34,3,-,N,-,0,"SAN DIEGO","SAN DIEGO",2022
9522604,1,1,4,M,15,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9522604,2,1,2,-,998,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9523025,1,1,4,M,24,4,0,M,V,0,"SAN DIEGO","SAN DIEGO",2022
9528046,2,1,4,M,73,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9528418,1,1,4,M,55,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9528418,2,1,2,F,24,0,4,P,G,0,"SAN DIEGO","SAN DIEGO",2022
9528418,2,2,2,F,24,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2022
9528511,1,1,4,F,67,3,1,P,A,2,"SAN DIEGO","SAN DIEGO",2022
9529048,2,1,4,F,25,4,0,N,W,0,"SAN DIEGO","SAN DIEGO",2022
9530132,2,1,4,M,53,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2022
9530132,2,2,2,F,51,3,2,W,-,1,"SAN DIEGO","SAN DIEGO",2022
9530303,2,1,4,M,62,4,0,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9530369,1,1,4,M,49,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2022
9530577,1,1,2,F,23,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9530577,2,1,4,M,30,4,-,W,-,-,"SAN DIEGO","SAN DIEGO",2022
9530579,1,1,4,F,31,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2022
9530579,2,1,2,M,22,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9530580,2,1,4,-,998,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2022
9532255,1,1,4,M,48,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9532275,1,1,4,F,60,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9536991,1,1,4,F,41,3,-,P,B,3,"SAN DIEGO","SAN DIEGO",2022
9538294,2,1,4,F,49,2,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9538341,1,1,4,M,52,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9541029,1,1,4,M,14,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9541029,2,1,2,M,1,0,4,M,Q,0,"SAN DIEGO","SAN DIEGO",2022
9542322,1,1,4,M,55,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9542346,1,1,4,M,52,4,1,P,X,1,"SAN DIEGO","SAN DIEGO",2022
9542371,1,1,4,M,17,4,1,M,W,0,"SAN DIEGO","SAN DIEGO",2022
9544530,2,1,4,F,71,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2022
9544820,1,1,4,F,12,4,1,P,W,-,"SAN DIEGO","SAN DIEGO",2022
9544921,1,1,4,M,15,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9618136,1,1,4,M,38,3,1,P,W,-,"SAN DIEGO","SAN DIEGO",2022
8535240,2,1,4,M,13,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2018
8536491,2,1,3,F,64,4,0,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8539708,1,1,4,F,47,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8544216,1,1,4,M,28,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8544401,1,1,4,M,61,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8559134,2,1,3,F,57,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8563594,1,1,4,M,55,3,0,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8563875,1,1,4,M,14,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8565039,1,1,4,M,19,2,1,-,P,1,"SAN DIEGO","SAN DIEGO",2018
8565039,2,1,2,M,58,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8571458,2,1,4,M,8,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8571462,1,1,2,M,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8571462,1,2,2,F,21,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8571462,1,3,2,M,24,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8571462,2,1,4,M,61,2,1,-,P,2,"SAN DIEGO","SAN DIEGO",2018
8571486,1,1,4,M,19,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8576704,1,1,4,M,75,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8580104,2,1,4,F,29,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8584244,2,1,4,M,50,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8584279,2,1,4,M,20,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8584314,1,1,2,F,21,0,3,B,-,0,"SAN DIEGO","SAN DIEGO",2018
8584314,2,1,4,M,31,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8584314,3,1,1,F,57,4,1,B,-,0,"SAN DIEGO","SAN DIEGO",2018
8584315,1,1,4,M,16,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8591405,1,1,4,F,38,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8592101,1,1,4,M,20,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8592382,1,1,4,M,59,4,9,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8592471,1,1,4,M,61,4,1,V,-,3,"SAN DIEGO","SAN DIEGO",2018
8594862,2,1,4,-,62,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8595875,1,1,4,-,46,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8596333,2,1,4,M,56,2,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8615556,1,1,4,M,52,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8616438,2,1,4,M,46,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8618409,1,1,4,M,55,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8621360,1,1,4,M,58,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8625523,2,1,4,M,56,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8628647,1,1,4,M,33,3,1,-,P,3,"SAN DIEGO","SAN DIEGO",2018
8628667,2,1,4,M,45,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8629822,1,1,4,M,24,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8633661,2,1,4,M,16,7,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8633704,1,1,4,M,48,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8634962,2,1,4,F,28,4,0,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8640809,1,1,4,-,30,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8641008,1,1,4,F,21,6,1,P,V,2,"SAN DIEGO","SAN DIEGO",2018
